date,open,high,low,close,volume
6/20/1984,2.1814,2.2785,2.1599,2.2785,340200
6/21/1984,2.2785,2.343,2.257,2.3215,424800
6/22/1984,2.3,2.3,2.257,2.2682,179100
6/25/1984,2.2458,2.2888,2.2355,2.2458,123900
6/26/1984,2.2252,2.2252,2.2037,2.214,346800
6/27/1984,2.1925,2.214,2.1599,2.171,100500
6/28/1984,2.171,2.171,2.1066,2.1392,195900
6/29/1984,2.0524,2.0962,2.0206,2.0636,724500
7/2/1984,2.0636,2.1169,2.0421,2.0962,532500
7/3/1984,2.1169,2.1925,2.1169,2.171,528000
7/5/1984,2.171,2.2037,2.171,2.2037,87900
7/6/1984,2.1814,2.1925,2.1599,2.171,112200
7/9/1984,2.1599,2.2785,2.1599,2.2785,159600
7/10/1984,2.2682,2.3,2.2355,2.2682,237600
7/11/1984,2.257,2.2682,2.2355,2.2458,354300
7/12/1984,2.2458,2.2458,2.1814,2.214,106200
7/13/1984,2.214,2.2355,2.1925,2.2355,125400
7/16/1984,2.2252,2.2355,2.2037,2.2252,63000
7/17/1984,2.2458,2.3327,2.2355,2.3215,283500
7/18/1984,2.3215,2.343,2.257,2.257,225000
7/19/1984,2.257,2.257,2.1392,2.1599,287400
7/20/1984,2.1599,2.214,2.1281,2.1392,327900
7/23/1984,2.1281,2.1495,2.1066,2.1392,260400
7/24/1984,2.1281,2.1281,2.0747,2.1169,647700
7/25/1984,2.0962,2.1392,2.0962,2.1281,726300
7/26/1984,2.1281,2.2037,2.1281,2.2037,90000
7/27/1984,2.214,2.3542,2.2037,2.3542,325800
7/30/1984,2.3,2.3215,2.2682,2.2785,153300
7/31/1984,2.2785,2.2888,2.257,2.2785,151200
8/1/1984,2.2355,2.343,2.2037,2.3103,428100
8/2/1984,2.3,2.343,2.2785,2.343,1133400
8/3/1984,2.3645,2.429,2.3542,2.3972,1203000
8/6/1984,2.4505,2.4617,2.3972,2.4178,896100
8/7/1984,2.4178,2.4393,2.3972,2.4075,264300
8/8/1984,2.4075,2.4393,2.3972,2.3972,267000
8/9/1984,2.4178,2.472,2.3972,2.472,1067400
8/10/1984,2.5795,2.601,2.4935,2.5365,783000
8/13/1984,2.5365,2.5365,2.4935,2.515,80100
8/14/1984,2.5261,2.5261,2.4505,2.4832,211800
8/15/1984,2.472,2.472,2.3645,2.386,151500
8/16/1984,2.3645,2.472,2.3542,2.4393,372900
8/17/1984,2.4505,2.4617,2.4393,2.4505,173700
8/20/1984,2.4505,2.4505,2.4178,2.4505,170700
8/21/1984,2.429,2.5038,2.4075,2.4935,668700
8/22/1984,2.515,2.515,2.4505,2.5038,356100
8/23/1984,2.5038,2.5261,2.4832,2.5038,328200
8/24/1984,2.4935,2.5038,2.4505,2.4832,141900
8/27/1984,2.4832,2.4832,2.4178,2.4617,141300
8/28/1984,2.4617,2.4935,2.4505,2.4617,166500
8/29/1984,2.472,2.472,2.4393,2.4505,258600
8/30/1984,2.429,2.429,2.3972,2.4075,118500
8/31/1984,2.3645,2.386,2.3327,2.3645,140700
9/4/1984,2.386,2.386,2.3327,2.3542,1391700
9/5/1984,2.3542,2.3645,2.3215,2.343,203400
9/6/1984,2.343,2.386,2.3327,2.386,499200
9/7/1984,2.386,2.4178,2.386,2.3972,1620900
9/10/1984,2.3327,2.3748,2.3327,2.3645,840900
9/11/1984,2.515,2.515,2.4393,2.4935,776700
9/12/1984,2.4832,2.515,2.4617,2.5038,286800
9/13/1984,2.515,2.6654,2.515,2.6551,938400
9/14/1984,2.7084,2.7299,2.6869,2.7084,564300
9/17/1984,2.6869,2.7514,2.6654,2.7514,365100
9/18/1984,2.7514,2.7514,2.6973,2.7196,117000
9/19/1984,2.6654,2.6973,2.6439,2.6654,407100
9/20/1984,2.6654,2.8159,2.6654,2.7729,398400
9/21/1984,2.7944,2.8047,2.7196,2.7299,612300
9/24/1984,2.7299,2.7411,2.6121,2.6551,105300
9/25/1984,2.6224,2.6551,2.601,2.6439,155700
9/26/1984,2.6654,2.6654,2.6121,2.6224,299100
9/27/1984,2.6439,2.6758,2.6439,2.6758,408600
9/28/1984,2.6869,2.6869,2.601,2.6224,194100
10/1/1984,2.558,2.558,2.515,2.515,724200
10/2/1984,2.515,2.5261,2.472,2.515,408300
10/3/1984,2.4935,2.4935,2.3748,2.4178,489000
10/4/1984,2.4075,2.4393,2.4075,2.4178,168600
10/5/1984,2.429,2.429,2.4075,2.4075,584400
10/8/1984,2.4075,2.4075,2.343,2.4075,169200
10/9/1984,2.4075,2.429,2.3972,2.4075,648000
10/10/1984,2.3972,2.429,2.3748,2.4178,358500
10/11/1984,2.4393,2.515,2.4393,2.4935,1082700
10/12/1984,2.515,2.5795,2.515,2.558,984000
10/15/1984,2.5365,2.601,2.5261,2.5683,966600
10/16/1984,2.5683,2.5795,2.558,2.5795,553500
10/17/1984,2.558,2.601,2.5365,2.558,187800
10/18/1984,2.558,2.6551,2.558,2.6551,1123500
10/19/1984,2.6869,2.6973,2.5906,2.6224,1036500
10/22/1984,2.6328,2.6439,2.6121,2.6121,332700
10/23/1984,2.6328,2.6654,2.5906,2.6121,261300
10/24/1984,2.6439,2.6439,2.5906,2.601,40800
10/25/1984,2.601,2.6121,2.558,2.5795,177300
10/26/1984,2.558,2.5795,2.5468,2.558,122100
10/29/1984,2.5683,2.5906,2.558,2.5683,37800
10/30/1984,2.5795,2.6328,2.5683,2.6121,1027800
10/31/1984,2.601,2.6121,2.5795,2.5795,309900
11/1/1984,2.601,2.6328,2.601,2.6328,1022100
11/2/1984,2.6224,2.6973,2.6224,2.6654,241800
11/5/1984,2.6654,2.7299,2.6654,2.7196,79800
11/6/1984,2.7299,2.7617,2.7196,2.7514,421800
11/7/1984,2.7411,2.7514,2.7084,2.7514,310200
11/8/1984,2.7411,2.7411,2.7084,2.7411,267600
11/9/1984,2.7411,2.7411,2.7196,2.7196,199800
11/12/1984,2.7411,2.7411,2.6551,2.6869,53700
11/13/1984,2.7084,2.7084,2.601,2.6439,94200
11/14/1984,2.6654,2.7084,2.6654,2.7084,271800
11/15/1984,2.7299,2.7944,2.7299,2.7514,737400
11/16/1984,2.7514,2.7729,2.7196,2.7196,294300
11/19/1984,2.7084,2.7084,2.6758,2.6869,76800
11/20/1984,2.6973,2.7084,2.6758,2.7084,290700
11/21/1984,2.6869,2.7299,2.6654,2.7084,282300
11/23/1984,2.7084,2.7944,2.7084,2.7944,240300
11/26/1984,2.7841,2.7841,2.7411,2.7617,191700
11/27/1984,2.7617,2.7944,2.7514,2.7944,308700
11/28/1984,2.8159,2.8374,2.7944,2.8374,205200
11/29/1984,2.8159,2.8262,2.8047,2.8159,582900
11/30/1984,2.8047,2.8047,2.7084,2.7617,906300
12/3/1984,2.7411,2.8159,2.7299,2.7944,397200
12/4/1984,2.7841,2.9234,2.7729,2.8907,1001100
12/5/1984,2.9019,2.9131,2.8374,2.8374,1670700
12/6/1984,2.8374,2.8907,2.8374,2.8589,1269600
12/7/1984,2.8589,2.9019,2.8589,2.8804,249300
12/10/1984,2.8486,2.8907,2.8262,2.8486,976500
12/11/1984,2.8701,2.8804,2.8374,2.8374,1806900
12/12/1984,2.8374,2.8804,2.8262,2.8701,1794300
12/13/1984,2.8589,2.8804,2.8374,2.8486,2069700
12/14/1984,2.8486,2.9234,2.8374,2.8907,1721700
12/17/1984,2.8804,2.9449,2.7841,2.9449,377700
12/18/1984,2.9879,3.0842,2.9776,3.0094,949500
12/19/1984,3.0094,3.042,2.9991,3.0094,533100
12/20/1984,2.9991,3.0309,2.9131,2.9131,743400
12/21/1984,2.9131,2.9337,2.8486,2.8486,215700
12/24/1984,2.8701,2.9552,2.8701,2.9337,65700
12/26/1984,2.9552,2.9552,2.9337,2.9337,77400
12/27/1984,2.9449,3.0094,2.9234,2.9991,650700
12/28/1984,2.9991,3.0094,2.9776,2.9879,473100
12/31/1984,2.9449,2.9664,2.8589,2.9664,321300
1/2/1985,2.9449,2.9552,2.8907,2.9552,162900
1/3/1985,2.9449,2.9552,2.9234,2.9552,87300
1/4/1985,2.9337,2.9552,2.8804,2.8804,495300
1/7/1985,2.9019,2.9131,2.8486,2.9131,301500
1/8/1985,2.9019,2.9337,2.9019,2.9234,337800
1/9/1985,2.9449,2.9449,2.9131,2.9234,395700
1/10/1985,2.9337,3.042,2.9234,3.0197,698700
1/11/1985,3.0197,3.0197,2.9776,2.9991,470700
1/14/1985,3.0094,3.0627,2.9664,3.042,465300
1/15/1985,3.1168,3.1383,3.0739,3.1168,1166400
1/16/1985,3.1383,3.2458,3.1383,3.1813,986700
1/17/1985,3.1917,3.2458,3.1598,3.2243,388200
1/18/1985,3.2458,3.2458,3.1168,3.1487,551400
1/21/1985,3.1598,3.2243,3.1487,3.2131,504300
1/22/1985,3.2028,3.2355,3.1917,3.2243,1063200
1/23/1985,3.2243,3.3318,3.2028,3.3103,1024800
1/24/1985,3.3103,3.3533,3.2458,3.257,1039200
1/25/1985,3.3318,3.3533,3.2888,3.2888,893400
1/28/1985,3.3,3.3,3.2028,3.2355,230400
1/29/1985,3.2355,3.2673,3.1813,3.2673,180900
1/30/1985,3.3,3.3,3.2355,3.2355,489000
1/31/1985,3.2028,3.2243,3.1813,3.2243,213300
2/1/1985,3.2028,3.257,3.2028,3.2458,316800
2/4/1985,3.2458,3.3645,3.2458,3.3645,304200
2/5/1985,3.3645,3.429,3.3645,3.4066,334800
2/6/1985,3.4393,3.5897,3.4393,3.4711,1901100
2/7/1985,3.4711,3.5253,3.4608,3.4934,540000
2/8/1985,3.5149,3.5683,3.4934,3.5579,598200
2/11/1985,3.5579,3.5579,3.4934,3.5149,543300
2/12/1985,3.5149,3.5149,3.4711,3.4711,305400
2/13/1985,3.4711,3.5786,3.4711,3.5253,1089600
2/14/1985,3.5683,3.6972,3.5683,3.6327,697200
2/15/1985,3.6224,3.6542,3.5468,3.5786,229500
2/19/1985,3.5897,3.5897,3.5356,3.5468,158400
2/20/1985,3.4823,3.4934,3.4066,3.429,919500
2/21/1985,3.429,3.4496,3.3,3.3318,1057500
2/22/1985,3.3206,3.3421,3.2673,3.2888,375300
2/25/1985,3.2673,3.2673,3.1487,3.2355,561600
2/26/1985,3.2355,3.3103,3.2243,3.3,522300
2/27/1985,3.3206,3.4496,3.3,3.3963,1265400
2/28/1985,3.3963,3.429,3.386,3.386,1411800
3/1/1985,3.386,3.4608,3.386,3.4608,580200
3/4/1985,3.4393,3.4496,3.3963,3.4066,1133100
3/5/1985,3.3963,3.4178,3.3963,3.4066,291300
3/6/1985,3.4178,3.4178,3.3533,3.3645,234300
3/7/1985,3.3421,3.3748,3.3318,3.3533,1189800
3/8/1985,3.3645,3.3963,3.3318,3.3533,369300
3/11/1985,3.3206,3.3206,3.2776,3.2776,621600
3/12/1985,3.257,3.2673,3.2243,3.257,2201700
3/13/1985,3.2673,3.3103,3.2028,3.2458,531000
3/14/1985,3.257,3.3,3.2458,3.2888,1030800
3/15/1985,3.2776,3.3,3.2458,3.2458,1032900
3/18/1985,3.2888,3.2888,3.2673,3.2776,90000
3/19/1985,3.2673,3.2888,3.2458,3.2888,865200
3/20/1985,3.2888,3.3,3.2458,3.2673,369000
3/21/1985,3.257,3.2673,3.2028,3.2458,411600
3/22/1985,3.257,3.257,3.2131,3.2458,240600
3/25/1985,3.2458,3.2888,3.2243,3.2355,231300
3/26/1985,3.2458,3.257,3.2243,3.2243,135300
3/27/1985,3.2028,3.2243,3.1917,3.2243,298200
3/28/1985,3.2243,3.257,3.2131,3.2458,3330000
3/29/1985,3.2458,3.257,3.2243,3.2243,849000
4/1/1985,3.2355,3.257,3.2243,3.2355,386400
4/2/1985,3.257,3.2888,3.2458,3.2673,1743900
4/3/1985,3.2458,3.2458,3.1813,3.2028,322200
4/4/1985,3.2243,3.2673,3.2028,3.2673,390900
4/8/1985,3.2888,3.3103,3.2776,3.2776,293400
4/9/1985,3.2673,3.3,3.2673,3.2888,222600
4/10/1985,3.3,3.3645,3.3,3.3533,366000
4/11/1985,3.3748,3.429,3.3748,3.3963,378300
4/12/1985,3.4066,3.4178,3.3748,3.3963,88500
4/15/1985,3.4178,3.4823,3.4066,3.4608,312600
4/16/1985,3.4608,3.4608,3.4066,3.4393,308100
4/17/1985,3.4393,3.5038,3.429,3.4934,298200
4/18/1985,3.5149,3.5149,3.4608,3.4823,198000
4/19/1985,3.4823,3.4934,3.4608,3.4823,253800
4/22/1985,3.4608,3.4711,3.4496,3.4496,261900
4/23/1985,3.4393,3.4934,3.4393,3.4934,2493600
4/24/1985,3.5038,3.5149,3.4711,3.4711,612300
4/25/1985,3.4711,3.4823,3.4496,3.4608,342900
4/26/1985,3.4608,3.4711,3.4496,3.4608,173100
4/29/1985,3.4393,3.4393,3.3645,3.3748,140700
4/30/1985,3.3963,3.4066,3.257,3.257,647700
5/1/1985,3.3,3.3103,3.2888,3.3,978300
5/2/1985,3.3,3.3103,3.2776,3.2888,720300
5/3/1985,3.3,3.3533,3.3,3.3103,607800
5/6/1985,3.3103,3.3318,3.3,3.3206,219600
5/7/1985,3.3206,3.3963,3.3206,3.3963,778500
5/8/1985,3.386,3.429,3.3748,3.4066,1035300
5/9/1985,3.4066,3.5149,3.3963,3.5149,679500
5/10/1985,3.6112,3.6112,3.5683,3.6001,1201800
5/13/1985,3.6001,3.6001,3.5683,3.5683,120300
5/14/1985,3.5786,3.6112,3.5253,3.5468,612900
5/15/1985,3.5683,3.6542,3.5579,3.6327,1057500
5/16/1985,3.6224,3.6646,3.6224,3.6542,1316400
5/17/1985,3.6112,3.6646,3.6112,3.6646,1755000
5/20/1985,3.7075,3.7402,3.6646,3.6869,949800
5/21/1985,3.6757,3.7075,3.6439,3.7075,1710300
5/22/1985,3.6972,3.7075,3.6112,3.6439,894000
5/23/1985,3.6439,3.6439,3.4823,3.5356,1218900
5/24/1985,3.5356,3.5786,3.5356,3.5683,2248800
5/28/1985,3.6001,3.6327,3.5579,3.5786,510900
5/29/1985,3.5683,3.5683,3.4711,3.5038,742800
5/30/1985,3.5038,3.5149,3.4608,3.5038,567300
5/31/1985,3.5038,3.5579,3.4934,3.5579,636900
6/3/1985,3.5897,3.6001,3.5468,3.5786,2117400
6/4/1985,3.5683,3.5786,3.5468,3.5579,382800
6/5/1985,3.5579,3.5579,3.5149,3.5468,351600
6/6/1985,3.5253,3.6001,3.5038,3.5683,1058400
6/7/1985,3.5579,3.5579,3.5149,3.5468,600900
6/10/1985,3.4823,3.4823,3.4496,3.4823,1154700
6/11/1985,3.4823,3.5038,3.4711,3.4934,139500
6/12/1985,3.5038,3.5038,3.4823,3.4823,99600
6/13/1985,3.4823,3.4934,3.4393,3.4393,433500
6/14/1985,3.4393,3.4496,3.3963,3.429,317700
6/17/1985,3.4066,3.429,3.4066,3.4178,569400
6/18/1985,3.429,3.4823,3.429,3.4823,718500
6/19/1985,3.4823,3.4823,3.4393,3.4393,172800
6/20/1985,3.429,3.4393,3.4066,3.4178,235500
6/21/1985,3.4066,3.4393,3.3963,3.4393,328800
6/24/1985,3.4178,3.4496,3.4066,3.4496,455400
6/25/1985,3.4496,3.4711,3.4393,3.4711,273900
6/26/1985,3.4711,3.4823,3.4608,3.4823,169500
6/27/1985,3.4934,3.5356,3.4934,3.5253,328800
6/28/1985,3.5038,3.5468,3.4934,3.5468,347700
7/1/1985,3.5356,3.5356,3.5149,3.5149,407700
7/2/1985,3.5149,3.6001,3.5149,3.5897,471600
7/3/1985,3.5897,3.6224,3.5897,3.6112,406500
7/5/1985,3.6112,3.6869,3.6112,3.6646,375000
7/8/1985,3.6646,3.7402,3.6542,3.729,435300
7/9/1985,3.729,3.7514,3.7187,3.7402,840900
7/10/1985,3.7402,3.7514,3.7187,3.7402,443400
7/11/1985,3.7514,3.8262,3.7514,3.8047,858000
7/12/1985,3.8159,3.8159,3.7617,3.7617,572400
7/15/1985,3.7402,3.7402,3.6757,3.6972,691500
7/16/1985,3.6972,3.7514,3.6542,3.7514,671400
7/17/1985,3.7729,3.7832,3.7075,3.7617,573900
7/18/1985,3.7514,3.7617,3.7187,3.7187,263100
7/19/1985,3.6972,3.6972,3.5897,3.6112,267300
7/22/1985,3.6224,3.6224,3.5683,3.5897,418200
7/23/1985,3.5897,3.6112,3.5786,3.6001,204600
7/24/1985,3.5897,3.5897,3.5253,3.5253,537600
7/25/1985,3.5253,3.5253,3.4496,3.4496,710700
7/26/1985,3.4608,3.5149,3.4496,3.5149,1191600
7/29/1985,3.5038,3.5149,3.4823,3.4934,1430400
7/30/1985,3.4934,3.5038,3.4608,3.4823,352500
7/31/1985,3.5038,3.5356,3.4823,3.5149,421200
8/1/1985,3.5468,3.5786,3.4711,3.4934,475800
8/2/1985,3.4934,3.4934,3.4496,3.4711,821700
8/5/1985,3.4711,3.4823,3.4393,3.4393,1197600
8/6/1985,3.4608,3.4608,3.3748,3.3748,261000
8/7/1985,3.3748,3.3963,3.3421,3.3533,863700
8/8/1985,3.3748,3.429,3.3748,3.4178,419100
8/9/1985,3.4393,3.4608,3.4178,3.429,1092300
8/12/1985,3.4393,3.4393,3.4178,3.429,1300800
8/13/1985,3.429,3.4393,3.429,3.429,183000
8/14/1985,3.4066,3.429,3.4066,3.4066,266700
8/15/1985,3.4178,3.4393,3.4178,3.4178,706500
8/16/1985,3.429,3.429,3.4178,3.4178,725400
8/19/1985,3.4393,3.4608,3.4178,3.4178,1380000
8/20/1985,3.3963,3.4178,3.3645,3.386,517200
8/21/1985,3.386,3.4066,3.3748,3.3748,228600
8/22/1985,3.386,3.3963,3.3533,3.3645,550500
8/23/1985,3.3748,3.386,3.3645,3.3645,777000
8/26/1985,3.3748,3.429,3.3645,3.4178,1134600
8/27/1985,3.429,3.4608,3.429,3.4608,205200
8/28/1985,3.4711,3.4823,3.4608,3.4823,356700
8/29/1985,3.4823,3.4823,3.4393,3.4608,176400
8/30/1985,3.4608,3.4608,3.4393,3.4393,106200
9/3/1985,3.4393,3.4496,3.4178,3.429,398400
9/4/1985,3.429,3.4393,3.386,3.4066,425100
9/5/1985,3.4178,3.429,3.4066,3.4066,1046700
9/6/1985,3.4066,3.4178,3.3645,3.4178,4860000
9/9/1985,3.3533,3.3748,3.3318,3.3533,210900
9/10/1985,3.3533,3.386,3.3533,3.386,239400
9/11/1985,3.386,3.386,3.3318,3.3318,394500
9/12/1985,3.3318,3.3318,3.1917,3.2243,272400
9/13/1985,3.1813,3.2243,3.0309,3.1065,756300
9/16/1985,3.0954,3.1065,2.9879,3.042,548100
9/17/1985,3.0739,3.0954,3.0309,3.0954,779400
9/18/1985,3.1168,3.171,3.1168,3.1598,274800
9/19/1985,3.171,3.1813,3.1065,3.1383,373500
9/20/1985,3.1383,3.1383,3.0954,3.1065,286200
9/23/1985,3.128,3.1383,3.0954,3.1065,214500
9/24/1985,3.1065,3.1065,3.0094,3.0309,265500
9/25/1985,3.0309,3.0309,2.9879,2.9991,1030800
9/26/1985,2.9991,3.0094,2.9776,2.9776,782700
9/30/1985,2.9879,2.9991,2.8589,2.8804,283500
10/1/1985,2.8804,3.0197,2.8804,3.0197,1000800
10/2/1985,3.042,3.1168,3.042,3.0627,797400
10/3/1985,3.0739,3.0739,3.0524,3.0739,186000
10/4/1985,3.0739,3.0842,3.0309,3.0842,206700
10/7/1985,3.0842,3.1598,3.0627,3.1383,369300
10/8/1985,3.1487,3.2028,3.128,3.1917,296100
10/9/1985,3.1917,3.2888,3.1917,3.257,349200
10/10/1985,3.257,3.3533,3.2355,3.2776,320700
10/11/1985,3.2888,3.3318,3.2888,3.3318,232200
10/14/1985,3.3318,3.3421,3.2673,3.3318,283200
10/15/1985,3.3421,3.3645,3.3,3.3533,969900
10/16/1985,3.3533,3.386,3.3421,3.386,208200
10/17/1985,3.3645,3.4066,3.3645,3.386,599700
10/18/1985,3.386,3.386,3.3,3.3,106200
10/21/1985,3.2888,3.2888,3.2131,3.2243,649800
10/22/1985,3.2243,3.257,3.1598,3.2458,683700
10/23/1985,3.2458,3.2888,3.2243,3.2888,258900
10/24/1985,3.2776,3.3206,3.2776,3.3206,177900
10/25/1985,3.3206,3.3421,3.257,3.2888,183000
10/28/1985,3.3,3.3318,3.2888,3.3,210000
10/29/1985,3.3206,3.386,3.3,3.3533,353700
10/30/1985,3.3748,3.386,3.3421,3.3533,366600
10/31/1985,3.3533,3.3645,3.3318,3.3421,327300
11/1/1985,3.3533,3.3748,3.3206,3.3748,467100
11/4/1985,3.3748,3.4066,3.3748,3.3963,341400
11/5/1985,3.386,3.4066,3.386,3.4066,231300
11/6/1985,3.3963,3.4608,3.386,3.4066,420000
11/7/1985,3.429,3.429,3.3645,3.386,417300
11/8/1985,3.3963,3.3963,3.3103,3.3645,640800
11/11/1985,3.3645,3.4066,3.3318,3.4066,377700
